CustomerID,SeniorCitizen,Tenure,MonthlyCharges,TotalCharges,Gender_Female,Gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer,PaymentMethod_Credit card,PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_No,Churn_Yes
1029,0,49,117.37,5641.3,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True
1030,0,39,86.34,3947.09,False,True,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False
1031,0,57,60.82,772.06,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False
1032,1,20,48.05,1390.12,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False
1033,0,17,93.11,838.23,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True
1034,0,54,44.22,4908.49,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
1035,1,28,37.17,771.8,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
1036,0,23,72.98,6039.17,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1037,0,16,49.0,183.68,True,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False
1038,1,17,82.89,2010.02,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False
1039,0,41,31.79,7127.52,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True
1040,0,44,85.49,5753.88,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False
1041,0,16,48.33,602.29,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
1042,1,13,20.02,6572.59,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False
1043,0,48,32.69,3954.42,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True
1044,0,28,113.36,6777.33,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
1045,1,3,106.74,4813.9,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True
1046,0,19,43.36,5461.03,False,True,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,True
1047,1,46,97.84,7948.14,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
1048,1,8,80.86,1874.04,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False
1049,0,26,117.09,4999.09,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True
1050,1,14,57.36,3693.36,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True
1051,1,18,88.15,334.83,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
1052,0,51,26.35,135.48,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,True
1053,1,25,59.62,971.44,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
1054,1,25,116.38,5199.75,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True
1055,0,25,73.9,4545.96,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,True,False
1056,0,45,48.79,4436.37,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True
1057,0,48,32.03,274.22,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False
1058,1,52,90.35,3765.04,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False
1059,0,2,84.49,7398.49,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True
1060,1,65,57.39,3192.78,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False
1061,1,41,115.09,5006.88,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True
1062,1,18,22.22,6242.95,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True
1063,1,16,50.37,6275.72,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,True
1064,1,32,112.11,4163.86,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True
1065,1,48,52.09,6866.46,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False
1066,1,55,45.23,3143.2,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
1067,0,62,73.42,7111.77,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True
1068,0,2,102.38,1937.01,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True
1069,1,48,30.31,2256.13,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1070,1,54,114.3,443.9,False,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True
1071,0,25,99.51,6368.74,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False
1072,1,71,38.13,3348.1,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,True,False
1073,0,51,91.2,1848.35,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True
1074,0,6,58.5,1869.69,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False
1075,0,45,60.23,7213.17,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True
1076,1,45,98.33,6674.65,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
1077,1,15,116.28,4437.18,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False
1078,0,23,32.67,4936.56,False,True,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
1079,0,60,62.06,3805.12,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False
1080,0,53,68.09,3145.5,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True
1081,0,61,57.63,7325.51,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
1082,0,0,56.32,1022.39,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True
1083,1,48,25.23,3359.21,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,True
1084,0,24,88.55,2769.6,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,True
1085,1,9,63.62,3995.24,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
1086,0,15,39.48,3671.9,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,True,False
1087,1,57,101.6,4160.74,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1088,1,71,100.26,1136.55,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1089,1,28,68.64,4114.87,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True
1090,1,5,49.85,1954.5,True,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True
1091,1,15,83.81,1490.96,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False
1092,1,19,48.82,537.38,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True
1093,0,70,43.6,6105.97,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False
1094,1,42,93.05,3430.99,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1095,0,25,24.03,5020.62,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
1096,1,70,29.48,5826.19,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True
1097,1,32,20.68,5440.95,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
1098,0,25,35.29,3774.6,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True
1099,1,44,26.9,3115.43,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
1100,0,62,119.58,3020.16,False,True,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False
1101,0,66,48.88,5127.59,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False
1102,0,51,34.93,3968.46,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True
1103,0,67,44.1,6796.08,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True
1104,1,25,113.61,7000.12,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
1105,1,1,72.02,1381.07,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
1106,0,13,56.48,1107.14,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1107,1,29,107.34,5050.6,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False,True,False
1108,1,48,59.5,2423.78,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False
1109,0,11,53.5,168.19,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
1110,1,43,40.73,7111.37,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,False
1111,0,32,57.78,1830.67,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,True,False
1112,0,12,51.67,7435.66,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True
1113,1,25,87.73,5745.13,True,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False
1114,1,20,48.96,6105.97,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False
1115,1,27,77.72,1627.66,False,True,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True
1116,0,47,26.59,1888.87,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True
1117,0,39,39.13,4179.72,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False
1118,1,65,60.74,1393.36,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True
1119,1,22,113.69,2457.34,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True
1120,1,47,57.73,2585.27,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True
1121,1,1,86.41,1293.85,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False
1122,0,19,45.51,1657.36,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
1123,1,58,32.7,6312.64,False,True,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True
1124,0,45,25.85,1354.22,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True
1125,0,2,50.54,247.09,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
1126,1,54,35.77,5042.25,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False
1127,1,11,37.4,7808.35,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True
1128,1,39,96.08,2663.09,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
1129,0,65,21.58,966.87,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False
1130,1,15,75.78,4571.69,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True
1131,1,33,57.95,7252.71,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True
1132,0,43,70.65,6276.81,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False
1133,1,5,76.28,4987.68,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
1134,0,63,51.34,2534.15,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
1135,1,21,49.51,4344.2,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True
1136,0,17,93.34,748.13,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,True
1137,1,11,107.13,5437.98,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
1138,1,51,39.26,5806.27,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True
1139,0,50,29.76,7720.95,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False
1140,0,70,109.78,2097.97,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True
1141,1,47,54.99,167.28,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
1142,0,18,75.13,4373.96,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,True,False
1143,0,5,55.95,5660.19,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True
1144,0,26,32.58,6327.45,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False
1145,0,52,78.93,1566.04,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True
1146,1,47,72.51,2108.79,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,True,False
1147,1,6,40.3,4110.48,False,True,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True,False
1148,0,58,65.19,2658.19,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
1149,0,68,99.69,6886.88,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,True
1150,0,10,79.04,3800.61,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,True,False
1151,0,14,29.69,6400.64,False,True,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True
1152,1,63,74.8,4653.35,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True
1153,1,2,90.27,6189.26,True,False,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,True
1154,0,68,99.27,2674.73,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True
1155,0,22,82.91,6654.7,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True
1156,0,52,35.27,2211.09,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True
1157,1,36,91.02,4377.87,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False
1158,0,8,87.73,1727.78,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False
1159,1,14,22.44,3814.7,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True
1160,0,2,61.17,2559.04,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True
1161,1,69,53.3,2148.29,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
1162,0,16,86.94,7736.54,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,True
1163,1,25,41.61,1297.39,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True
1164,0,20,79.09,6302.86,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False
1165,0,71,111.32,7873.64,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,True,False
1166,0,20,99.78,178.81,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True
1167,1,10,112.15,5598.24,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True
1168,0,37,117.85,2038.24,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
1169,1,71,21.07,343.09,False,True,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True
1170,1,34,82.27,3235.06,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True
1171,0,13,61.28,7483.04,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True
1172,0,13,105.99,113.89,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False
1173,0,9,45.18,4711.33,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
1174,1,11,118.1,4021.14,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
1175,0,37,81.37,6989.61,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
1176,1,33,99.35,690.33,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
1177,1,40,28.56,5458.58,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
1178,0,9,38.35,5447.28,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False
1179,0,16,95.84,5359.26,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False
1180,0,16,22.2,7539.83,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
1181,0,66,101.69,6588.24,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False
1182,0,61,21.39,354.94,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False
1183,0,0,85.71,3779.24,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False
1184,1,11,56.51,3195.67,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True
1185,1,3,81.15,2494.97,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True
1186,1,41,89.6,3621.67,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
1187,0,12,54.25,3085.87,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False
1188,1,3,30.8,3470.02,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
1189,1,68,26.96,7834.51,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False
1190,1,18,78.89,727.29,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,False
1191,1,1,72.07,7379.4,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,True
1192,1,11,94.22,3852.29,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False
1193,0,5,70.97,4997.46,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
1194,0,7,62.24,6644.86,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False
1195,1,50,59.81,2896.49,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True
1196,1,10,22.64,3454.77,False,True,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True
1197,1,62,53.56,3287.96,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
1198,0,56,117.6,3010.35,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True
1199,0,11,107.36,7405.72,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
1200,1,1,52.94,6634.86,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
1201,0,7,78.78,889.82,False,True,True,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False
1202,0,10,104.73,882.82,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True
1203,1,52,64.13,3434.4,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True
1204,0,9,21.8,807.29,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True
1205,0,7,27.45,4960.36,False,True,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
1206,1,35,71.04,1166.66,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True
1207,0,13,116.94,4188.54,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True
1208,0,53,89.32,77.62,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False
1209,1,20,27.09,2546.44,False,True,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True
1210,0,49,38.94,5423.98,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False
1211,0,38,97.13,3882.63,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
1212,1,19,104.14,7826.59,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,True
1213,1,6,81.77,6995.35,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
1214,1,8,84.44,2885.38,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False
1215,0,0,22.83,382.98,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True
1216,1,25,102.85,6768.1,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True
1217,0,37,98.83,7291.65,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True
1218,1,37,45.9,6568.61,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False
1219,0,60,90.87,1041.04,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False
1220,1,43,41.49,7983.36,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
1221,1,43,24.03,2083.5,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
1222,1,61,40.11,5799.16,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
1223,1,5,37.86,7266.12,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False
1224,0,16,53.77,1900.78,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
1225,1,50,61.84,7267.9,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,True
1226,1,37,70.85,2489.66,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True
1227,0,23,67.68,7811.78,False,True,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,True
1228,1,50,47.07,2264.45,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True
1229,0,9,22.92,7628.42,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False
1230,1,71,80.51,447.29,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False
1231,1,20,59.57,5679.99,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False
1232,1,69,49.87,4266.25,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True
1233,0,56,106.69,3833.46,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False
1234,1,38,94.67,1803.48,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True
1235,1,32,105.78,5650.65,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False
1236,1,58,69.5,1542.66,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True
1237,0,17,33.09,4431.68,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,True,False
1238,0,55,89.62,2040.9,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True
1239,1,56,40.61,7645.86,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
1240,0,47,64.12,248.48,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
1241,1,41,26.5,1613.83,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
1242,1,26,102.53,1953.64,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True
1243,1,51,32.59,3324.26,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True
1244,1,41,110.31,1877.19,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
1245,1,31,106.42,3940.97,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True
1246,1,25,66.46,6982.27,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,True,False
1247,1,24,94.44,5702.27,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False
1248,0,22,81.94,4648.1,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
1249,0,56,100.31,730.25,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
1250,0,51,63.18,5558.06,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
1251,0,30,98.58,1347.99,False,True,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True
1252,0,63,66.25,6295.21,True,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,True,False
1253,0,70,114.1,2015.45,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True
1254,0,32,68.64,3348.05,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False
1255,1,1,66.26,2816.75,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
1256,1,17,98.51,6873.34,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True
1257,1,46,102.16,1029.82,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
1258,1,32,75.45,4533.85,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False
1259,0,34,37.98,1153.65,True,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False
1260,0,50,66.78,5644.27,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True
1261,1,17,116.81,7242.52,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True
1262,1,71,95.3,3488.17,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True
1263,0,29,101.12,3914.98,False,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
1264,1,43,23.28,7420.83,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
1265,1,52,66.79,4177.51,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
1266,1,9,84.66,3911.04,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True
1267,1,51,103.0,4635.07,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False
1268,0,48,24.93,5520.05,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True
1269,1,10,105.24,872.93,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True
1270,1,65,74.84,6572.46,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False
1271,0,57,39.73,3495.33,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True
1272,0,35,51.73,597.34,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True
1273,1,32,48.19,6293.74,False,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False
1274,0,46,73.09,3028.06,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
1275,1,12,25.17,820.93,False,True,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False
1276,1,39,35.85,5077.56,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False
1277,0,67,101.27,7043.45,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,True
1278,1,41,33.26,7104.27,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True
1279,1,18,43.34,7662.15,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True
1280,1,18,65.34,6944.29,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False
1281,1,57,71.71,37.08,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
1282,0,22,96.36,3054.32,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,True,False
1283,0,53,64.73,6551.97,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
1284,1,64,98.99,2942.7,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True
1285,0,11,81.83,4820.36,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False
1286,1,23,31.31,4858.41,True,False,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,True
1287,1,33,35.63,2932.9,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True
1288,1,52,63.7,7237.7,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True
1289,1,7,59.69,4035.76,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True
1290,1,17,94.35,3728.98,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True
1291,0,56,78.07,7980.16,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False
1292,1,4,58.81,3958.13,False,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True
1293,0,25,37.08,1443.62,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
